source,question id,encoding,cluster id,source percentage,label percentage,color 
MSMARCO,fc17d0ec-2e21-4f14-8808-3cb71bbcad39,2ooono,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,f1157c11-99a5-4308-a975-a9772fe69090,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,bc8ea2b2-3336-4b68-9a59-3009f90f743e,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,2fddb128-eb9b-4fa1-ace8-ea24a9646d88,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,47a28f3a-bb59-4a18-b559-62fa2689caea,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,1bcac746-d878-4f23-80c6-0ddafe0a8745,2tqn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,db991821-14be-4b76-b048-a371418abaad,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,c97c4640-d241-4873-95c0-01c91b2310c0,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,fe8b41a2-c45e-4f45-a23b-d3d482751827,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,439fe381-ec0f-4a25-9ad2-4c51412a0828,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,7a32ec76-63ae-4c3d-b1f4-99ffdd6da0d2,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,3eb0aab4-b003-4607-8564-17d55438a949,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,a8a41ae5-41f8-4291-94c9-8022fc727808,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,46ea10fa-961e-4575-aca2-d5739b7a1357,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,2107387c-a6a0-42ee-b917-81db194dd2d6,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,67a61e50-2cbd-4492-9abb-b9ff0bf144e0,2tqnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,c31bd7cf-40d1-485a-b46b-f1b5ff805384,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,81ad9106-e586-404e-9e6c-6d2902f27af9,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,31dafa2f-73a7-4db2-a35c-8a8f07493fc5,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,74f91437-891a-4e03-85e3-54dfc1086b32,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,99eeca7b-2b53-4967-8fd7-1f247796760a,2tnrn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,916560f4-ac01-4c26-bf98-e42fe3df5156,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,8c4ed1a7-8f88-4312-83bd-44bed2694a25,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,0ecb49ca-9466-4654-b3d4-9c78cd48e604,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,93895cac-f8d7-4eb2-babc-be2f15a4e134,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,9979b466-980a-4457-816c-0b34490dd7a4,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,a76e3eee-fed1-4dfa-aa87-7a3e986e2360,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,51636979-6d03-4be7-bf98-957bc8a483c0,2toarn,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,81bd83fb-21b2-4a04-b051-84b115bdf091,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,d1309225-7864-43bd-b0e3-b12f27c1c25f,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,96b89e61-240f-4156-8c45-d3e0d8646b8f,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,633c3f5d-29dc-49d3-98ad-665bba0fca5f,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,a9671b93-0fea-408a-b90f-0d7701e59164,2toqn,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,2d056756-f827-4e27-8dd9-66adfd428821,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,c1a1c1a3-fa12-45f8-9b18-ba90911b1704,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,870a1215-a1e3-455e-919c-f89e763bdd83,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,862961c5-684f-43c2-9b96-0978afef786e,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,9c957eb0-5c21-4345-9498-004012fb476d,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,84056ebf-98bd-4bbf-9d75-fca0df731b74,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,54f91097-0521-4e18-a0db-eae10cff2d04,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,ed9f7b0d-f01b-41b7-8c84-47b83c339ea0,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,4c1456e6-25f3-4054-ac76-02305143d757,2tnns,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,4e4b3c58-f1a5-4806-8549-76f58eeed49a,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,2683f0ce-0981-42c8-9b29-ef6ca4b3f0a1,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,503e9999-87a3-4fa2-9f08-2a37994b22c0,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,9bc280a7-739d-4203-890d-5dce852a4ce8,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,f3ae3f49-ea46-4dd6-9442-9ab6240ac529,2qtsrn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,3746a089-679d-4be6-8c94-9860d5f62081,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,cc01cc66-3deb-4727-bdf5-e6f73824bdf8,2tooot,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,d9cdfae3-f016-4e28-8dee-45420e7664f6,2toarn,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,5b116966-6406-40eb-9d7d-57d63268f424,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,a50baf3e-22b5-437d-aca1-ee1da4637a58,2tns,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,a5da95a6-e1a5-44db-b9ee-f2152eb5fb63,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,ccfd2b8f-a8f7-4f63-a7c2-a2b875eec656,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,2392ace8-72c5-4e0c-a9d6-2cfe8a9244d7,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,5c582c33-274d-4a4f-a9a1-0f80005bbfad,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,ad2b2571-05b1-4fc1-b625-f03e118e9e10,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,6e6eac1f-1ea9-44ba-bc2c-e1a8f82f9e18,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,7e5e15db-5bb7-46dc-8818-77f1f15f858d,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,a87c33bf-f1c8-4138-b32c-3f6ab416ddff,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,2120be46-0f37-477a-9274-3c6a8c2a6e67,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,2afcff57-6410-4e56-9485-c5dc2aa774f0,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,db4be281-699b-48a2-81ee-446c28ad681e,2to,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,e2f470e0-192d-4ca8-91c4-bdb295718a71,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,7adfd58c-e56e-4ed8-8f65-8ebcf3a7acbb,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,6f956b00-6b92-4e54-b544-6e10b0eca0a3,2to,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,f4b7c094-235a-4a87-a9d9-f1d8d4b101cd,ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,aaf684c7-0828-49ce-96b8-86156d88f18d,2torn,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,18f7a4f8-561c-4f05-a339-bc5b8eec83a4,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,5a76db5f-85cb-44c7-82b3-64d5b6ac0662,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,f5e6bf75-7106-4afd-bb85-052639ecbc11,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,56a19563-e682-4911-bf3b-25fa26c2a1ef,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,13e3ecb9-add4-49c0-a91b-db50e60be3da,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,75a2540a-6538-4101-b5a6-7f18e379eae6,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,769ebcd5-bc1d-43ce-983d-be190cbf1ccc,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,e6ab0f23-3123-4f68-8df5-332e485ed0d0,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,0f65c428-e8c5-4bfb-9a5d-720a33e8eb6d,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,badcef5e-878e-4b28-84be-2f08cda4c719,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,6662d904-a12a-4e45-9e38-f8d8db6ab0ad,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,00e50e63-8a8e-4bf3-9378-b49353c6447a,2trn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,0a3d0605-ef6a-42bc-ac77-c35b0b130f3f,2tnnns,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,a3f40dca-81ff-4f23-a786-4f2ebdc712f7,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,43ab5c50-a7a1-4dc4-9f3c-4d81e8a4d65c,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,00627330-ddf8-4c86-abff-ead708847d2f,2tqn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,197d5928-ddc2-4454-b570-9c2bc63306e0,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,8606b8e5-2898-4d3a-9218-aea382edf032,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,f6893d38-9737-48aa-bbf6-a2e295a31dd7,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,a0eb75b0-bd6e-4f76-a4ed-bd09fc3e1739,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,63416528-a06a-4090-b6b8-831575d96c8e,2potorn,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,4b8bae65-6bfc-4d35-b98d-d6dec96333ce,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,00b5e4f6-70c7-4437-9206-238565faa2c5,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,1af8d01d-b9d4-42b5-995b-1f530cc3f68a,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,5505c1bd-9544-4e28-b3d1-6fbc762703c3,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,91666420-1451-4092-9e3a-da512389de4d,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,85228e8c-2e21-4571-b0ca-9d4625ed7eaf,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,37478c73-4188-45a0-bb8e-02e3d5754669,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,dd1e5f20-7938-459c-833d-37319ad6b388,2tns,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,86288d72-e9ad-4deb-92fb-71797606876b,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,6840fedb-a35e-426c-af1d-016870418e9a,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,99850038-d926-4dbb-b972-fc69825f6eed,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,edeee0c9-b1da-4143-ae42-29d0c9193303,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,fb5988b9-3394-458d-8c32-a9ec8b08e1de,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,c3b80e47-b4d7-4bb1-9a38-55f44f61d61d,2trn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,48eb1803-9f0b-4518-8ad0-3f144523d5cb,2tnns,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,1a0a8ed4-ef9f-43c4-8a4e-ad1c2664a27b,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,871ca62e-f714-4955-af11-2b078abaa819,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,178b5071-4ffd-4c4b-a775-41237cbdb06c,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,46869582-a56e-4767-98e3-a482b5ffa58a,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,cf4bb923-1561-4392-8c9f-5e40de9f225d,2tnns,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,1f49060e-731c-4411-9fb1-24e4fda12bf3,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,bf07408c-7b99-41c4-9ec4-feb9dc6624b8,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,ece61942-f1b1-4b64-8b1f-814258894d48,2tnrn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,88bf22cc-72e9-40d7-a50a-0c3842c0c891,2tsn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,92c928d6-9d3f-42e5-8ebc-b9816cc74021,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,bf17103b-ec60-4173-b681-e00ac25325df,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,73658399-f94f-43dd-bf42-ffc2e1af9be5,tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,7bbc866c-aa0c-4d40-8af5-c38f38d2466e,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,d62001ff-0111-470b-a81a-cf2b51dbfc87,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,0e481fa6-a3bf-40c7-9163-eff9980a758c,2tq,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,d277269b-ac62-40d0-8cf3-f7b87d1a3b13,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,5056e4ac-efbe-4f2e-a1b5-6bbd813ba9a1,t,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,1d3c1f52-5687-4574-89e1-856b14b89feb,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,d163b9f5-b3d1-4ac9-b11a-525e204daf53,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,696adb65-fdd6-46f7-9edc-28d37b3f1443,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,0c6cb85c-3980-4135-9d10-652140f770ae,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,277243f1-33c3-4107-bddf-62e98b717242,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,79aa6d85-0ca7-4d8b-8a2f-3341708a15a7,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,e0b9eb6b-eb3a-4456-93cb-aebf997dca9f,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,c3a76c38-1ada-46f2-9bdf-14d2722e3223,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,6ff45ee5-9317-4e15-a92f-ccf26169793a,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,52662dfe-8b48-4c5a-b5a9-3e687ca998e8,2oortn,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,92bc4c8d-79e2-496f-a632-6b916a0d7fd6,2oorn,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,cfa5acb5-72a4-4275-932c-25382a711b5d,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,98671650-aefe-4c92-905f-9551927f9830,2trnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,8704aeb9-e2ae-4ae8-a667-ec835daa5ce6,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,0add25cf-c882-4c86-a0e0-06679bf7112e,2to,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,333df58a-129b-4942-8077-11d72dcaea07,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,2b0fd126-ff15-47d9-8d53-21964b06f5ee,2ton,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,4a199893-8e4d-428c-8e0d-69f84a76f348,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,f232157a-8626-4a72-82d7-0e8d16a7b9b2,2to,1,28.044956631510367,94.66666666666667,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
MSMARCO,54237ddc-9568-48e0-b326-b80e2b3f8564,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,6cbca5bd-fc4e-4b46-879a-bceacaf326b2,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,40608692-03f8-4da6-8b30-da21ba22b9cd,2tn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,f39409b9-38b4-4807-b9f1-434a0aa85dca,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,c3fb116c-db8e-4a60-8e44-7b1a7f746208,2tnns,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,78ffa3a2-4ad2-40aa-a7f3-dc781f611f56,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
MSMARCO,77d52127-a613-4bca-89ad-1a182a75a108,2tnn,0,71.95504336848964,98.76474204907495,"(0.6196078431372549, 0.00392156862745098, 0.25882352941176473, 1.0)"
